;roberta_com;DATE;SIGN;vaders
259;-0.022598132491111755;08-26-2014;aries;0.7717
260;0.43411707878112793;08-27-2014;aries;0.7469
261;-0.03372849524021149;08-28-2014;aries;-0.5267
262;-0.8229048578068614;08-29-2014;aries;-0.5691
263;-0.05275435745716095;08-30-2014;aries;0.1283
264;0.9516572051215917;08-31-2014;aries;0.926
265;0.9327406217344105;09-01-2014;aries;0.765
266;0.7965656220912933;09-02-2014;aries;0.3291
267;-0.03508274257183075;09-03-2014;aries;0.0387
268;0.1901739165186882;09-04-2014;aries;0.4173
269;-0.2887032926082611;09-05-2014;aries;0.2732
270;0.8075981574388554;09-06-2014;aries;-0.0258
271;0.8552650306373835;09-07-2014;aries;0.8122
272;0.22661758959293365;09-08-2014;aries;-0.6597
273;-0.20512749254703522;09-09-2014;aries;0.2598
274;-0.43380171805620193;09-10-2014;aries;-0.6542
275;0.21407483518123627;09-11-2014;aries;-0.9209
276;0.7560286596417427;09-12-2014;aries;0.9336
277;0.2890277300029993;09-13-2014;aries;0.4005
278;0.26909250766038895;09-14-2014;aries;0.0
279;0.5926355607807636;09-15-2014;aries;0.1027
280;-0.31672916883478536;09-16-2014;aries;0.7717
281;0.7698126342147589;09-17-2014;aries;0.8779
282;0.07440520823001862;09-18-2014;aries;-0.3919
283;0.5158605948090553;09-19-2014;aries;0.898
284;-0.35231732577085495;09-20-2014;aries;0.7935
285;-0.5158765958772061;09-21-2014;aries;-0.0516
286;-0.22789268063859228;09-22-2014;aries;-0.0258
287;0.5915224701166153;09-23-2014;aries;0.9169
288;-0.18900897353887558;09-24-2014;aries;0.3612
289;0.6771295750513673;09-25-2014;aries;0.9062
290;-0.2006300687789917;09-26-2014;aries;0.0
291;-0.08790275454521179;09-27-2014;aries;0.1531
292;-0.02019648253917694;09-28-2014;aries;-0.4256
293;0.8624728694558144;09-30-2014;aries;0.1027
294;-0.08259673416614532;10-01-2014;aries;0.5029
295;0.012393653392791748;10-02-2014;aries;0.3919
296;-0.1408311659593085;10-03-2014;aries;-0.204
297;0.6329548847946456;10-04-2014;aries;-0.1406
298;0.7631355061369531;10-05-2014;aries;0.0644
299;-0.5231727063655853;10-06-2014;aries;0.0516
300;0.8042738111689687;10-07-2014;aries;0.8371
301;0.03389398349595266;10-08-2014;aries;-0.0772
302;-0.06581658517221124;10-09-2014;aries;0.6705
303;0.5622644051909447;10-10-2014;aries;-0.4417
304;-0.22003284096717834;10-11-2014;aries;0.0772
305;0.7554464370970205;10-12-2014;aries;0.6908
306;0.4985868929974373;10-13-2014;aries;0.0387
307;0.17966782301664352;10-14-2014;aries;-0.778
308;0.3180096298456192;10-15-2014;aries;0.8225
309;-0.3684509131879159;10-16-2014;aries;0.6059
310;0.9442502753175959;10-17-2014;aries;0.7269
311;0.06824818253517151;10-19-2014;aries;0.827
312;0.09540029222961757;10-20-2014;aries;0.1054
313;0.6063910350203514;10-21-2014;aries;0.91
314;0.21736355125904083;10-22-2014;aries;-0.5574
315;-0.21662860909870918;10-23-2014;aries;0.0772
316;-0.5364882536232471;10-24-2014;aries;-0.0258
317;0.7693163291551173;10-25-2014;aries;-0.3182
318;-0.42181001790642525;10-26-2014;aries;-0.8016
319;-0.044132158160209656;10-27-2014;aries;0.7615
320;-0.7003249106928706;10-28-2014;aries;-0.7964
321;0.13649475574493408;10-29-2014;aries;-0.5574
322;-0.6036374047398567;10-30-2014;aries;-0.4215
323;0.3047749134764024;11-01-2014;aries;0.6697
324;0.879120856769136;11-03-2014;aries;0.6597
325;-0.5193876188628447;11-05-2014;aries;-0.2023
326;-0.3238718509674072;11-06-2014;aries;0.4019
327;0.3433943819042672;11-07-2014;aries;0.9292
328;-0.3577412271787199;11-08-2014;aries;-0.25
329;0.35481921835656277;11-09-2014;aries;0.5423
330;-0.40950301867741457;11-10-2014;aries;0.7535
331;0.5002141110599041;11-11-2014;aries;0.2023
332;0.9145149812102318;11-12-2014;aries;0.9313
333;0.48281077295541763;11-13-2014;aries;0.5499
334;0.48246993124485016;11-14-2014;aries;0.9017
335;0.00065632164478302;11-15-2014;aries;0.6142
336;0.140135081426511;11-18-2014;aries;0.7269
337;0.7946523488499224;11-19-2014;aries;0.7845
338;-0.6422035843133926;11-20-2014;aries;0.7283
339;0.6658534370362759;11-21-2014;aries;0.7933
340;0.9195141687523574;11-22-2014;aries;0.9295
341;0.5591901801526546;11-23-2014;aries;0.7493
342;0.6013267040252686;11-24-2014;aries;0.8997
343;0.2926072031259537;11-25-2014;aries;0.4404
344;0.2767367586493492;11-26-2014;aries;-0.63
345;0.9244672758504748;11-27-2014;aries;0.8555
346;-0.7660647928714752;11-28-2014;aries;-0.615
347;0.9155819811858237;11-29-2014;aries;0.34
348;-0.2499903924757476;11-30-2014;aries;0.7783
349;0.8193558277562261;12-01-2014;aries;0.8402
350;0.06610085070133209;12-02-2014;aries;0.34
351;0.7253457941114902;12-03-2014;aries;0.8827
352;-0.07889536023139954;12-04-2014;aries;-0.6517
353;0.9175822455435991;12-05-2014;aries;0.5267
354;0.1914100165015469;12-06-2014;aries;-0.3818
355;0.8407039693556726;12-07-2014;aries;0.6369
356;0.5812971565900539;12-08-2014;aries;0.7506
357;-0.6388632785528898;12-09-2014;aries;-0.5362
358;0.8828240090515465;12-10-2014;aries;0.8934
